Name,Make,Model,State,Last Annual Mileage
Laura Thompson,Ferrari,Dino,PA,14077
Larry Wilson,Datsun,710,NJ,15399
Charles Hunt,Honda,Civic,NJ,9703
Jamie Silva,Ford,Pantera,NY,9099
Joann Brown,Camaro,Z28,MA,11191
Timothy Hale,Ferrari,Dino,NY,9722
Jennifer Cortez,Mazda,RX4,NJ,15245
Erica Robbins,Lincoln,Continental,RI,15391
Erica Robbins,Cadillac,Fleetwood,RI,11311
Mathew Hardy,Chrysler,Imperial,NJ,18898
Tiffany Padilla,Lincoln,Continental,NJ,11094
Kayla Gross,Ferrari,Dino,NY,16875
Lisa Evans,Camaro,Z28,NY,18834
Lisa Evans,Datsun,710,NY,19656
John Mercer,Lincoln,Continental,NY,11310
Melissa Suarez,Dodge,Challenger,NY,11727
John Maxwell,Merc,450SLC,MA,18995
Raymond Martin,Lotus,Europa,MA,9308
Leslie Tucker,Lincoln,Continental,VT,18847
Leslie Tucker,Volvo,142E,VT,15021
Leslie Tucker,Camaro,Z28,VT,17543
Diane Miller,Honda,Civic,NY,9080
Jasmine Herring,Camaro,Z28,CT,17429
Michele Patel,Datsun,710,PA,15343
Michele Patel,Cadillac,Fleetwood,PA,10324
Rebecca Williams,Lotus,Europa,VT,13170
Carl Mcdonald,Lincoln,Continental,CT,9302
Billy Campbell,Toyota,Corolla,NY,16129
Billy Campbell,Volvo,142E,NY,18177
Jacob Acevedo,Honda,Civic,MA,12720
Justin Thornton,Ford,Pantera,VT,13087
Stephanie Gardner,Ferrari,Dino,NY,13152
Stephanie Gardner,Porsche,914-2,NY,15249
Amber Lowery,Dodge,Challenger,NJ,14830
Amber Lowery,Cadillac,Fleetwood,NJ,15820
Kerri Cox,Pontiac,Firebird,PA,10109
Michael Johnson,Merc,230,NJ,17513
Michael Johnson,Merc,450SLC,NJ,9916
Michael Johnson,Camaro,Z28,NJ,15594
Anna Johnson,Toyota,Corona,ME,18894
Aaron Lin,Ferrari,Dino,RI,14591
Elizabeth Dillon,AMC,Javelin,VT,18947
Ebony Davis,Lotus,Europa,MA,9716
Yesenia Foster,Duster,360,ME,12867
Timothy Perez,Lotus,Europa,NJ,12284
David Myers,AMC,Javelin,NY,9401
Stefanie Jones,Dodge,Challenger,NJ,13253
John White,Merc,280C,NH,15196
Monique Johnson,Honda,Civic,NJ,12817
Patrick Morris,Hornet,Sportabout,MA,8195
Danielle Kane,Porsche,914-2,NY,16583
Danielle Kane,Fiat,X1-9,NY,14852
Michael George,Fiat,128,NJ,18086
Bryan Brown,Ford,Pantera,NJ,13724
Mark Morgan,Lotus,Europa,NY,15174
William Watson,Dodge,Challenger,PA,11802
Theresa Caldwell,Toyota,Corolla,NY,12092
Thomas Smith,Mazda,RX4b,NY,9081
Kaitlyn Baker,Pontiac,Firebird,NY,13257
Michelle Tanner,Lincoln,Continental,MA,13509
Michelle Tanner,Pontiac,Firebird,MA,8893
Nicole Vaughn,Cadillac,Fleetwood,NY,11003
Nicole Vaughn,Pontiac,Firebird,NY,17366
Melissa Jackson,Hornet,4,CT,15274
Melissa Jackson,Lincoln,Continental,CT,8401
Denise Holloway,Pontiac,Firebird,NJ,10516
Harold Graves,Lincoln,Continental,RI,16091
Harold Graves,Camaro,Z28,RI,10798
Mary Silva,Ford,Pantera,MA,15496
Mary Silva,Pontiac,Firebird,MA,8663
James Burgess,Ferrari,Dino,MA,10352
Kristina Madden,Chrysler,Imperial,PA,14156
Christopher Stewart,Dodge,Challenger,CT,8431
Jessica Singh,Fiat,X1-9,PA,8377
Gerald Howell,AMC,Javelin,NJ,15562
Gary Russell,Chrysler,Imperial,NJ,16985
Gary Russell,Fiat,X1-9,NJ,13774
Stephanie Nelson,Lincoln,Continental,RI,12121
Christina Black,Porsche,914-2,CT,14568
Cheryl Williams,Toyota,Corona,ME,16650
Cheryl Williams,Lotus,Europa,ME,13049
Henry Larson,Ferrari,Dino,CT,18312
Henry Larson,Honda,Civic,CT,16947
Aaron Campbell,Volvo,142E,PA,10684
Aaron Campbell,Duster,360,PA,8252
Jay Brown,Porsche,914-2,ME,15563
Denise Ballard,Fiat,X1-9,NJ,18617
Jessica Williams,Merc,280C,VT,10613
Grace Dixon,Maserati,Bora,VT,12947
Robert Montgomery,Lincoln,Continental,NY,8373
Brooke Matthews,Volvo,142E,NH,16268
Susan Mccullough,Ferrari,Dino,NY,13146
Susan Mccullough,Merc,280C,NY,19861
Gregory Bullock,Lotus,Europa,NY,16773
Gregory Bullock,Hornet,Sportabout,NY,11505
Calvin Day,Ferrari,Dino,PA,16701
John Tate,Pontiac,Firebird,NH,18944
Tyler Green,Hornet,4,MA,15239
Heidi Ferguson,Maserati,Bora,NH,12056
Pamela Douglas,Lincoln,Continental,MA,13358
Susan Cardenas,Honda,Civic,MA,17681
Tim Figueroa,Maserati,Bora,NH,11860
Aaron Lynch,AMC,Javelin,NJ,16511
Kimberly Mccarthy,AMC,Javelin,VT,17505
Kimberly Mccarthy,Cadillac,Fleetwood,VT,10698
Jessica Sanders,Camaro,Z28,NJ,10339
Marco Keith,Duster,360,MA,11442
Renee Howard,Hornet,4,CT,9724
Paul King,Cadillac,Fleetwood,MA,16861
Dawn Novak,Porsche,914-2,NJ,15495
Michelle Kline,Ferrari,Dino,NJ,19027
Michelle Kline,Maserati,Bora,NJ,17316
Michelle Kline,Camaro,Z28,NJ,15706
Veronica Moon,Pontiac,Firebird,PA,10608
Veronica Moon,Lotus,Europa,PA,9271
Anthony Hunter,Datsun,710,VT,8081
Anthony Hunter,Maserati,Bora,VT,14266
Jasmine Lewis,Lotus,Europa,MA,12891
Shirley Moore,Mazda,RX4,NJ,10374
Mandy Hill,Duster,360,PA,18983
Jose Lutz,Dodge,Challenger,CT,11577
Stephanie Carney,Ferrari,Dino,MA,17770
Bryan Carroll,Porsche,914-2,CT,17230
Judith Estrada,Maserati,Bora,NY,12512
Samantha Sanchez,Datsun,710,CT,19140
Samantha Sanchez,Pontiac,Firebird,CT,12754
Colleen Hall,Merc,450SL,NY,14605
Connie Williams,Toyota,Corolla,NY,17007
Breanna Fleming,Duster,360,MA,15716
Tina Dougherty,Duster,360,NY,8122
Karen Carpenter,Camaro,Z28,NY,15074
Christine Chandler,Fiat,128,CT,14016
Beverly Gonzalez,Pontiac,Firebird,MA,9414
Robert Mccall,Chrysler,Imperial,NY,12579
Robert Mccall,Dodge,Challenger,NY,15677
Joshua Gonzalez,Toyota,Corona,NJ,9738
Joshua Gonzalez,Dodge,Challenger,NJ,14386
Jerry Clark,Lotus,Europa,ME,13298
Jerry Clark,Lotus,Europa,ME,19124
James Maldonado,Cadillac,Fleetwood,NY,12592
Sheri Schmidt,Honda,Civic,MA,11734
Todd Hernandez,Ferrari,Dino,CT,9359
Todd Hernandez,Lotus,Europa,CT,15660
George Klein,Toyota,Corona,NJ,18519
George Klein,Chrysler,Imperial,NJ,13336
Charles Buck,Pontiac,Firebird,NJ,19541
Charles Buck,Camaro,Z28,NJ,14068
Marcus Evans,Hornet,4,NY,17051
Samantha Jefferson,Camaro,Z28,MA,11118
Malik Mcdonald,Mazda,RX4,NY,19884
Adam Gonzalez,AMC,Javelin,PA,8759
Christopher Anderson,Fiat,128,VT,15354
Terry Costa,AMC,Javelin,NY,17282
Anthony Hancock,Porsche,914-2,ME,9001
Anthony Hancock,Ferrari,Dino,ME,11889
Lori Norton,Porsche,914-2,MA,18027
Ricky Bennett,Honda,Civic,RI,8118
Sydney Taylor,Lincoln,Continental,NY,14360
Wendy Gonzales,Toyota,Corona,MA,18906
Timothy Anderson,Cadillac,Fleetwood,NJ,18622
Anne Wilson,Porsche,914-2,MA,11686
Anne Wilson,Duster,360,MA,19990
Christopher Baker,Chrysler,Imperial,NH,9942
Daniel Gilbert,Fiat,128,RI,19443
Tim Lopez,Ferrari,Dino,NY,15036
Tim Lopez,Lotus,Europa,NY,15848
Thomas Santana,Merc,280,NY,10314
Jennifer Cunningham,Hornet,4,RI,18200
Jennifer Cunningham,Volvo,142E,RI,8318
Marc Torres,Pontiac,Firebird,CT,11991
Brett Diaz,Mazda,RX4b,NJ,9328
Wendy Williams,Pontiac,Firebird,PA,16753
Lisa Wright,Datsun,710,NJ,8190
Tim Dunn,Volvo,142E,NJ,16315
Tim Dunn,Lotus,Europa,NJ,16127
Tim Dunn,Porsche,914-2,NJ,17268
Jennifer Owen,Maserati,Bora,NY,14004
Dalton Miller,Hornet,Sportabout,MA,13407
Brent Spence,Lincoln,Continental,RI,13995
Douglas Alexander,Pontiac,Firebird,MA,14876
Douglas Alexander,Porsche,914-2,MA,16104
Charles Mathis,Lincoln,,MA,14040
Charles Mathis,Cadillac,Fleetwood,MA,8452
Jesse Sexton,Cadillac,Fleetwood,NJ,17755
Benjamin Walter,AMC,Javelin,NY,9936
Benjamin Walter,Dodge,Challenger,NY,14965
Robert Williams,Ford,Pantera,ME,13117
Donald Sullivan,Lotus,Europa,ME,16241
Donald Sullivan,Duster,360,ME,14864
Lauren Brown,Lotus,Europa,ME,11648
Amy Young,Camaro,Z28,NJ,15482
Cathy Leach,Duster,360,NJ,16101
Edwin Garcia,Volvo,142E,PA,16075
Carol Johnson,Hornet,4,NY,15665
Stephanie Hall,Pontiac,Firebird,CT,9676
Stephen Smith,Lincoln,Continental,NJ,13530
Bobby Hopkins,Fiat,128,NY,14707
Bobby Hopkins,Merc,240D,NY,10374
Brian Benitez,Mazda,RX4,ME,9559
Wyatt Adams,Duster,360,NJ,15122
Wyatt Adams,Datsun,710,NJ,10913
Patrick Thomas,Pontiac,Firebird,NY,16923
William Rhodes,Cadillac,Fleetwood,CT,10347
Kelly Clark,Maserati,Bora,MA,12985
Erik Rich,AMC,Javelin,NJ,12616
Rhonda Reese,Camaro,Z28,PA,14886
Alan Moore,Volvo,142E,NY,9953
Mary Hill,Duster,360,NJ,17312
Kathleen Thomas,Ferrari,Dino,CT,9299
Cathy Mcguire,Ford,Pantera,MA,9194
Brian Webb,Camaro,Z28,NY,14559
Robert Wise,Honda,Civic,NY,17866
Craig Anderson,Merc,280C,PA,18629
Patrick Dennis,Maserati,Bora,ME,18964
Patricia Horton,Duster,360,VT,9130
Cheryl Griffin,Hornet,4,NY,15963
Emily Sharp,Datsun,710,MA,9157
Timothy Nichols,Cadillac,Fleetwood,NY,8331
Julia Carroll,Dodge,Challenger,NJ,19750
Michael Torres,Honda,Civic,NJ,13882
Jason Rodriguez,Duster,360,PA,13559
Joshua Benton,Camaro,Z28,MA,8544
Peter Aguilar,Volvo,142E,ME,19146
Peter Aguilar,Lotus,Europa,ME,18200
Gilbert Garza,Hornet,4,NJ,16844
Charles Simmons,Mazda,RX4b,MA,13782
Rodney Russo,Maserati,Bora,NY,15502
Benjamin Johnson,Pontiac,Firebird,NY,15535
Madison Salazar,Lotus,Europa,NY,17026
Madison Salazar,Dodge,Challenger,NY,14196
Matthew Phelps,Honda,Civic,CT,8175
Tammy Scott,Datsun,710,MA,13787
Bonnie Berry,Chrysler,Imperial,NY,16039
Jonathan Haynes,Chrysler,Imperial,NJ,18694
Antonio Smith,Datsun,710,NJ,19721
Mark Taylor,Maserati,Bora,RI,18731
Cody Cannon,Cadillac,Fleetwood,NJ,18373
James Owens,Cadillac,Fleetwood,VT,16821
Gregory Jackson,Volvo,142E,MA,13152
Susan Russell,Camaro,Z28,PA,13163
Melanie Rich,Fiat,X1-9,NY,11954
Alan Macias,Ferrari,Dino,NH,13093
Shawn Poole,Merc,450SLC,NY,9374
Joe Turner,Porsche,914-2,NY,12953
Joseph Jones,Mazda,RX4,NY,19853
Kristina Chavez,AMC,Javelin,MA,9944
Kristina Chavez,Cadillac,Fleetwood,MA,14806
Jerry Nunez,Pontiac,Firebird,NY,18436
Jerry Nunez,Maserati,Bora,NY,13414
Anne Walker,Camaro,,NY,13481
Cole Bennett,Volvo,142E,MA,8918
Adriana Hicks,Dodge,Challenger,MA,15911
Kristina Villarreal,Ford,Pantera,MA,18845
Megan Miller,Hornet,Sportabout,NJ,11671
Megan Miller,Volvo,142E,NJ,8080
Natasha Dorsey,Pontiac,,NH,18260
Elizabeth Leonard,Honda,Civic,NJ,18381
Elizabeth Leonard,Lincoln,Continental,NJ,10101
David Jones,Camaro,Z28,MA,14556
David Jones,Dodge,Challenger,MA,12864
Melissa Huynh,Pontiac,Firebird,CT,14613
Melissa Huynh,Ferrari,Dino,CT,11105
Gabriel Miller,Hornet,4,NY,10034
Matthew Duran,Lotus,Europa,NH,15047
Renee Harmon,Datsun,710,MA,8304
Ashley Gilbert,Datsun,710,NJ,10936
Zachary Stephens,Volvo,142E,MA,16382
Zachary Stephens,Merc,450SL,MA,16273
Mandy Mckay,Cadillac,Fleetwood,NJ,18484
Stephen Moore,Porsche,914-2,NJ,11267
Stephen Moore,Cadillac,Fleetwood,NJ,18662
Larry Mendoza,Toyota,Corona,PA,15482
Stacy Lopez,Lotus,Europa,NJ,11009
Brianna Short,Volvo,142E,RI,10265
Ryan Kennedy,Fiat,X1-9,NY,9209
Dylan Gonzalez,Porsche,914-2,NY,12997
Bruce Floyd,Merc,450SL,NY,10913
Megan Smith,Toyota,Corolla,NY,8804
Christopher Morrow,Dodge,Challenger,VT,8301
Shannon Rodriguez,Ford,Pantera,NY,19651
Adam Tucker,Lotus,Europa,NY,13905
Michael Salazar,Volvo,142E,NY,9275
Misty Garcia,Merc,450SL,NY,14601
Jackie Logan,Datsun,710,ME,18285
Renee Sutton,Ferrari,Dino,NH,10113
Miranda Jones,Cadillac,Fleetwood,ME,11156
Miranda Jones,Lotus,Europa,ME,17194
Jo Melendez,Lincoln,Continental,PA,17797
Jo Melendez,Duster,360,PA,18767
Jamie Rivera,Ford,Pantera,NY,16629
Jamie Rivera,Maserati,Bora,NY,9929
Melissa Patel,Datsun,710,MA,16298
Patrick Young,Ferrari,Dino,NJ,9456
Jessica Rose,Chrysler,Imperial,VT,15878
Sharon Black,Lotus,Europa,NY,13017
Shelly Carlson,Ferrari,Dino,MA,18792
Brandon Greene,Volvo,142E,VT,18305
Brandon Greene,Volvo,142E,VT,18167
Brandon Hill,Dodge,Challenger,NJ,13224
Daniel Herrera,Chrysler,Imperial,ME,11678
Nicholas Hill,Cadillac,Fleetwood,MA,11236
Olivia Ibarra,Toyota,Corona,NY,16513
Olivia Ibarra,Duster,360,NY,18215
Brianna Ferrell,Camaro,Z28,PA,12432
Shawn Livingston,Fiat,X1-9,MA,19029
Shawn Livingston,Camaro,Z28,MA,9115
Anna Young,Dodge,Challenger,MA,14287
Jacob Taylor,Pontiac,Firebird,NJ,17731
Jacob Taylor,Porsche,914-2,NJ,16311
Jacob Taylor,Fiat,X1-9,NJ,19817
Scott Jefferson,AMC,Javelin,RI,12865
Kristy Gardner,Maserati,Bora,CT,11146
Edward Cole,Pontiac,Firebird,NJ,8700
Olivia Brown,Ford,Pantera,NY,15462
Maria Duffy,Ferrari,Dino,MA,14081
Jared Armstrong,Volvo,,CT,18215
Glenn Wang,Pontiac,Firebird,MA,15463
Dustin Patel,Fiat,X1-9,NY,14962
Derrick Young,Ford,Pantera,MA,19283
John Miller,Maserati,Bora,NH,13701
Sarah Bradley,Toyota,Corona,NJ,15504
John Howell,Pontiac,Firebird,NJ,17428
Tamara Smith,Volvo,142E,NY,17376
Dawn Armstrong,Camaro,Z28,ME,9249
Deanna Johnson,Merc,240D,NY,16732
Michele Johnson,Maserati,Bora,ME,15627
Carol Dunn,Ferrari,Dino,NY,9173
Rachel Wells,Dodge,Challenger,MA,11162
Tracy Conley,Merc,280,NY,9736
Jill Montoya,Merc,280,NY,15734
David Klein,Datsun,710,NY,18622
Jennifer Obrien,Camaro,Z28,NY,9205
Richard Hughes,Honda,Civic,NY,15783
Melanie Davis,AMC,Javelin,NY,11948
Kimberly Walker,Maserati,Bora,RI,18486
Susan Barnes,Lotus,Europa,MA,14292
Jason Gonzales,Ford,Pantera,PA,12405
Donna Ford,Hornet,4,NY,12213
Joshua Anderson,Volvo,142E,NY,14796
Shawn Becker,Porsche,914-2,CT,8522
Dale Black,Volvo,142E,MA,15679
Brian Rubio,AMC,Javelin,NJ,12298
Tina Cole,Porsche,914-2,NJ,12140
Morgan Lee,AMC,Javelin,NJ,19626
Lance Mccullough,Mazda,RX4b,MA,15318
Craig Duncan,Camaro,Z28,NJ,13484
Audrey Martin,Volvo,142E,PA,18758
Connie Myers,Merc,450SE,NY,17582
Donald Zamora,Datsun,710,MA,10119
Lori Nguyen,Ford,Pantera,NJ,13699
Nicole Phillips,Pontiac,Firebird,MA,15060
Rebecca Short,Merc,280C,MA,13186
Dean Baker,Honda,Civic,CT,15754
James Beasley,Lincoln,Continental,RI,18301
Scott Lane,Ferrari,Dino,NY,14234
Erin Hopkins,Toyota,Corolla,PA,12479
Justin Orr,Hornet,Sportabout,MA,19351
Kimberly Olson,Fiat,X1-9,NY,16851
Megan Scott,Duster,360,RI,15808
Jose Newman,Volvo,142E,NY,10781
Kelly Kelly,Fiat,X1-9,NY,17214
Anna Ford,Duster,360,PA,15193
Michael Garcia,Duster,360,RI,16227
Richard Mcdaniel,Mazda,RX4,PA,9455
Michael Harrison,Chrysler,Imperial,NY,14390
Randall Preston,Fiat,128,NY,19299
Rebecca Lopez,Duster,360,NY,9054
Diana Francis,Hornet,4,ME,19128
Deborah Lang,Ford,Pantera,MA,19550
Deanna Banks,Maserati,Bora,NY,17323
Brian Dunn,AMC,Javelin,CT,11270
Andrea Kidd,Datsun,710,NY,18727
Joel Lynch,Ford,Pantera,PA,13994
Wanda Chavez,Porsche,914-2,NJ,18868
Mary Johns,Datsun,710,NJ,9564
Lee Peck,Camaro,Z28,NH,10253
James Ochoa,Pontiac,Firebird,NJ,17701
Robert Perez,AMC,Javelin,PA,19557
Emily Neal,Hornet,4,NY,19770
Ricardo Davis,Chrysler,Imperial,NY,11941
Barbara Mcneil,Honda,Civic,NH,10357
Jordan Rogers,Cadillac,Fleetwood,NJ,11094
Noah Moore,AMC,Javelin,NY,18171
Jennifer Rogers,Ferrari,Dino,CT,9653
Chelsea Brown,Lotus,Europa,NJ,12134
Cindy Riddle,Toyota,Corona,NJ,13906
Melissa Gonzales,Duster,360,MA,19489
Gina Clark,Merc,230,CT,13659
Anthony Murphy,Lincoln,Continental,NY,10630
Kevin Townsend,Lincoln,Continental,RI,17432
Andrew Blair,Duster,360,PA,12633
Christina Eaton,Volvo,142E,NY,12600
David Spencer,Hornet,Sportabout,NY,12194
Shane Payne,Datsun,710,NY,18554
Sydney Martinez,Mazda,RX4,CT,15566
Katherine George,Pontiac,Firebird,NJ,12120
Kevin Taylor,Camaro,Z28,NY,17149
Michelle Patterson,Lincoln,Continental,PA,17749
Katelyn Martin,Ferrari,Dino,ME,11613
Matthew Carpenter,Datsun,710,NY,11243
Joshua Ortiz,Ford,Pantera,NY,11235
Scott Ramirez,Toyota,Corolla,NY,14948
Monique Villa,Ferrari,Dino,NH,19490
Tracy Conway,Ford,Pantera,NH,14047
Theresa Thomas,Lotus,Europa,MA,9528
Derek Warner,Camaro,Z28,NY,14599
Rachel Herrera,Lotus,Europa,NY,9168
Pamela Edwards,Cadillac,Fleetwood,NJ,10456
Ashley Richard,Pontiac,Firebird,NY,16471
Brandon Hill,Maserati,Bora,NH,15812
Chris Carlson,Ferrari,Dino,PA,10343
Jenna Anderson,Duster,360,ME,11329
Melanie Crane,Lincoln,Continental,MA,17759
Alexandria Evans,Duster,360,NJ,15891
Makayla Scott,Mazda,RX4b,NY,16969
Mary Harmon,Ford,Pantera,NY,19511
Brittany Jones,Datsun,710,MA,12186
Ian Anderson,Cadillac,Fleetwood,CT,9472
Preston Mccarthy,Dodge,Challenger,VT,15623
Charles Bean,Hornet,4,ME,17231
Kelsey Ramirez,AMC,Javelin,NY,17018
Nicole Davis,Mazda,RX4,NJ,10953
Carolyn Moyer,Mazda,RX4,CT,10471
Stephanie Lee,Merc,280C,NJ,11082
Kelly Mann,Dodge,Challenger,PA,11454
Julie Caldwell,Chrysler,Imperial,NY,17152
Chad Jones,Fiat,128,NJ,19490
John Hernandez,AMC,Javelin,NY,12905
Brandon Hess,Honda,Civic,NY,9838
Michael Johnson,Ford,Pantera,NY,10185
Anna Allen,Honda,Civic,MA,19745
Daniel Clark,AMC,Javelin,NH,12341
Michael Nelson,Datsun,710,MA,14091
Noah Cruz,Chrysler,Imperial,NY,11540
Lauren Smith,Chrysler,Imperial,NY,19342
Kimberly Knight,Porsche,914-2,NJ,13387
Matthew Lewis,Fiat,X1-9,RI,18092
Sean Green,Ford,Pantera,PA,17926
Martha Robinson,Ford,Pantera,NJ,13066
Stephanie Gill,Chrysler,Imperial,CT,11021
Michael Fletcher,Porsche,914-2,ME,15050
William Gilbert,Fiat,X1-9,NY,19517
Christopher Stuart,Honda,Civic,NY,15330
Amanda Mckenzie,Porsche,914-2,RI,17291
Robert Brown,Camaro,Z28,MA,19925
Blake Evans,Volvo,142E,NY,10445
Monica Davis,AMC,Javelin,NY,16139
Steven Williams,Camaro,Z28,NY,17149
John Swanson,Ferrari,Dino,NY,16760
Judy Harper,Camaro,Z28,CT,9515
Heather Garrison,Fiat,X1-9,MA,16117
Danielle Gillespie,Cadillac,Fleetwood,CT,15700
Michael Carter,Honda,Civic,NY,13112
Nancy Marshall,Datsun,710,NY,10313
Phillip Evans,Porsche,914-2,NY,15038
Logan Harris,Merc,450SLC,NJ,11776
Derek Smith,Ferrari,Dino,NY,9483
Kimberly Wagner,Pontiac,Firebird,ME,9105
Joshua Fuller,Merc,280C,RI,17788
Travis Thompson,Pontiac,Firebird,NY,13875
Linda Morales,Maserati,Bora,NY,18982
Jeffrey Russo,Porsche,914-2,NJ,18202
Lisa Kirby,Dodge,Challenger,MA,12439
William Kramer,Ferrari,Dino,PA,15815
Kathy Ross,Lincoln,Continental,NY,8604
Jennifer Meza,Porsche,914-2,CT,18757
Scott Brown,Maserati,Bora,NY,14784
Elizabeth Thomas,Hornet,4,NH,15465
Stephanie Le,Maserati,Bora,VT,10321
Matthew Long,Volvo,142E,MA,11462
Jessica Jones,Volvo,142E,NY,18506
Eric Hoffman,Ferrari,Dino,MA,10716
John James,Mazda,RX4,NY,13328
Sheena Nguyen,Lotus,Europa,NJ,13363
Susan Collins,Fiat,128,NY,11638
Tricia Brown,Ford,Pantera,NY,12075
Stephanie Williams,Duster,360,NJ,12583
Nathan Carrillo,Lotus,Europa,CT,8541
James Miller,Lincoln,Continental,NY,16411
Christopher Vance,Lincoln,Continental,PA,14133
Justin White,Pontiac,Firebird,ME,19798
Jodi Andrews,Ford,Pantera,PA,11664
James Nelson,Honda,Civic,MA,11943
Brittany Williamson,Hornet,4,NY,17088
Brandon Johnson,Camaro,Z28,VT,15956
Kelly Bridges,Duster,360,NJ,14126
Wyatt Yoder,Camaro,Z28,NY,19440
James Greene,Honda,Civic,RI,18374
Ashley Smith,Pontiac,Firebird,MA,11946
Matthew Strong,Honda,Civic,NY,14623
Kathleen Collins,Toyota,Corolla,ME,18079
Sara Escobar,Camaro,Z28,CT,13482
Nicole Mcguire,Camaro,Z28,NY,19734
James Bush,Volvo,142E,NJ,15977
Lisa Dennis,Cadillac,Fleetwood,VT,17352
Lauren Martin,Pontiac,Firebird,MA,10605
John Smith,Hornet,4,NY,10442
Christina Carter,Duster,360,NY,8132
Christina Gonzalez,Datsun,710,NJ,14109
Roy Durham,Volvo,142E,CT,15499
Olivia Flores,AMC,Javelin,NY,19473
Amy Powers,Volvo,142E,RI,19778
Susan Thomas,Ferrari,Dino,PA,13256
Sandra Johnson,Datsun,710,MA,18261
Brian Young,Merc,450SE,NY,17323
Eric Romero,Volvo,142E,MA,10052
Jessica Francis,Volvo,142E,NY,10302
Matthew Anderson,Pontiac,Firebird,NJ,17353
Christopher Davis,AMC,Javelin,NJ,18576
Charles Andrade,Porsche,914-2,NJ,16165
Tara Murillo,Ferrari,Dino,PA,10408
Rebecca Banks,Honda,Civic,CT,18660
William Lucas,Lincoln,Continental,MA,13773
Desiree Dalton,Dodge,Challenger,NJ,16891
Miranda Cruz,Volvo,142E,VT,14889
Brianna Hamilton,Volvo,142E,ME,11781
Nathan Williams,Camaro,Z28,ME,8042
Brittany Evans,Ford,Pantera,NY,13639
Tonya Little,Volvo,142E,NJ,12789
Dennis Nguyen,Maserati,Bora,NY,12242
Kristine Davis,Duster,360,NJ,14847
Greg Joyce,Pontiac,Firebird,MA,14333
Debra Zamora,Chrysler,Imperial,NY,11680
Lee Miller,Ford,Pantera,MA,8949
Jacob Hall,Maserati,Bora,PA,16895
Charles Yoder,AMC,Javelin,ME,15754
Jasmine Barnes,Datsun,710,NJ,18928
Anna Henderson,Lincoln,Continental,PA,8318
Robert Jackson,Chrysler,Imperial,ME,14776
Jerome Porter,Volvo,142E,MA,10732
Jerome Porter,Mazda,RX4b,MA,10974
Jamie Cooper,Ford,Pantera,MA,17233
Jeffrey Burns,Toyota,Corolla,VT,11217
Amy Pruitt,Chrysler,Imperial,CT,11657
Robin Wright,Duster,360,CT,17334
Barbara Andrews,Ferrari,Dino,PA,12944
Margaret Townsend,Honda,Civic,CT,18509
Bob Wright,Camaro,Z28,NJ,18533
Holly Hernandez,Ferrari,Dino,PA,15886
Brandon Payne,Dodge,Challenger,RI,14558
Sonya King,Porsche,914-2,PA,8226
Derek Baird,Fiat,X1-9,NY,17871
Raven Fernandez,Duster,360,NY,17100
Troy Ortiz,AMC,Javelin,NY,8762
Laura Lawrence,Ferrari,Dino,NH,17294
Alyssa Schmidt,Hornet,4,RI,10168
Rodney Lee,AMC,Javelin,MA,10049
Beverly Perkins,Honda,Civic,RI,14054
Zachary Howe,Ferrari,Dino,NY,9354
David Reed,Porsche,914-2,NJ,10376
Abigail Pena,Chrysler,Imperial,CT,10305
Bryan Lynn,Mazda,RX4,PA,11241
Rachel Chavez,Honda,Civic,CT,17469
Benjamin White,Pontiac,Firebird,MA,14814
Nicholas Herrera,Lincoln,Continental,NY,12847
Tracy Ford,Pontiac,Firebird,NJ,15431
Eric Smith,Datsun,710,PA,13709
Shane Cordova,Toyota,Corona,MA,9593
Elizabeth Adams,Lotus,Europa,NJ,18592
Mary Hunter,Ferrari,Dino,NH,12599
Sandra Brandt,Toyota,Corona,MA,16591
George Martinez,Lotus,Europa,CT,11343
Victoria Clark,Chrysler,Imperial,NY,16165
Benjamin Donaldson,Lotus,Europa,CT,16526
Joshua Brown,Pontiac,Firebird,VT,10079
Greg Brown,Dodge,Challenger,RI,12398
Heather Johnson,Datsun,710,NH,11312
Kristen Hester,Maserati,Bora,NY,15798
Sandra Steele,Ford,Pantera,NY,17945
Tammy Guerra,Ford,Pantera,NY,12330
Cheryl George,Camaro,Z28,ME,10946
Shannon Vang,Cadillac,Fleetwood,VT,8116
Mike Baxter,Cadillac,Fleetwood,NJ,10716
Bonnie Harrison,Datsun,710,VT,16864
Nicholas Robinson,Duster,360,RI,13063
Brandi Moreno,Ferrari,Dino,MA,13592
Rebecca Christian,Toyota,Corona,PA,15670
April Lucas,Mazda,RX4b,NH,16120
Melissa Roberts,AMC,Javelin,PA,19726
Edward Edwards,Ford,Pantera,CT,12381
Debbie Wood,Duster,360,CT,10794
Jeffrey Grant,Toyota,Corolla,NY,12527
Amy Jimenez,Honda,Civic,NJ,10808
Alexandra Miller,Chrysler,Imperial,NJ,15032
Erik Day,Datsun,710,NJ,12637
Anthony Williams,Lincoln,Continental,ME,8487
Thomas Wise,Volvo,142E,MA,19403
Cameron Lee,Lincoln,Continental,NJ,14398
Derrick Allen,Cadillac,Fleetwood,PA,16714
Gregory Spencer,Camaro,Z28,NY,14191
Brittany Cole,Camaro,Z28,NY,19438
Cynthia Harris,Duster,360,NY,19345
Michelle Garcia,Merc,450SL,PA,8296
Kenneth Wright,Merc,240D,MA,15730
